reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,primary_url,full_text_url,doi,screened_credit
229,PRIMARY,P0310,RG45EA7BE3CA580D89,$\gamma$<i>-Razor</i>: Hardness-Aware Dataset Pruning for Efficient Neural Network Training,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0310.html,HTML,https://doi.org/10.1109/tcss.2024.3453600,NOT_REPORTED_BY_SOURCE,10.1109/tcss.2024.3453600,NOT_ASSESSED_AT_BROAD_LEVEL
230,PRIMARY,P0481,RGF88E946F45CEE8AD,Learning With Noisy Labels Over Imbalanced Subpopulations,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0481.html,HTML,https://doi.org/10.1109/tnnls.2024.3389676,NOT_REPORTED_BY_SOURCE,10.1109/tnnls.2024.3389676,NOT_ASSESSED_AT_BROAD_LEVEL
231,PRIMARY,P0264,RGD85FC74B4BBA0C70,PRISM: Self-Pruning Intrinsic Selection Method for Training-Free Multimodal Data Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0264.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0264.pdf,PDF,https://arxiv.org/abs/2502.12119,https://arxiv.org/pdf/2502.12119,10.48550/arxiv.2502.12119,NOT_ASSESSED_AT_BROAD_LEVEL
232,PRIMARY,P0233,RGE87B730534405D25,Self-Paced Learning and Privileged Information based Cascaded Multi-column Classification algorithm for ASD diagnosis,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0233.html,HTML,https://doi.org/10.1109/embc46164.2021.9630150,NOT_REPORTED_BY_SOURCE,10.1109/embc46164.2021.9630150,NOT_ASSESSED_AT_BROAD_LEVEL
233,PRIMARY,P0103,RG884EC55CA7201C25,Data pruning and neural scaling laws: fundamental limitations of score-based algorithms,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0103.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0103.pdf,PDF,http://arxiv.org/abs/2302.06960,https://arxiv.org/pdf/2302.06960,10.48550/arxiv.2302.06960,NOT_ASSESSED_AT_BROAD_LEVEL
234,PRIMARY,P0201,RG2CA2FFEF1FA616ED,Experience Replay as an Effective Strategy for Optimizing Decentralized Federated Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0201.html,HTML,https://doi.org/10.1109/iccvw60793.2023.00362,NOT_REPORTED_BY_SOURCE,10.1109/iccvw60793.2023.00362,NOT_ASSESSED_AT_BROAD_LEVEL
235,PRIMARY,P0369,RG2B2B8D9EFA82FF58,Efficient Entity Resolution with Adaptive and Interactive Training Data Selection,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0369.html,HTML,https://doi.org/10.1109/icdm.2015.63,NOT_REPORTED_BY_SOURCE,10.1109/icdm.2015.63,NOT_ASSESSED_AT_BROAD_LEVEL
236,PRIMARY,P0366,RGEBE97F61439E4246,Data Pruning-enabled High Performance and Reliable Graph Neural Network Training on ReRAM-based Processing-in-Memory Accelerators,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://dl.acm.org/doi/pdf/10.1145/3656171,sources/screened_method_anchor_complete_v3/P0366.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0366.html,HTML,https://doi.org/10.1145/3656171,https://dl.acm.org/doi/pdf/10.1145/3656171,10.1145/3656171,NOT_ASSESSED_AT_BROAD_LEVEL
237,PRIMARY,P0062,RGEE59DC67A0BBC200,From Quantity to Quality: Boosting LLM Performance with Self-Guided Data Selection for Instruction Tuning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0062.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0062.pdf,PDF,https://doi.org/10.18653/v1/2024.naacl-long.421,https://aclanthology.org/2024.naacl-long.421.pdf,10.18653/v1/2024.naacl-long.421;10.48550/arxiv.2308.12032,NOT_ASSESSED_AT_BROAD_LEVEL
238,PRIMARY,P0391,RG7E677DD0FC313E33,Unsupervised Fine-Tuning Data Selection for ASR Using Self-Supervised Speech Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0391.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0391.pdf,PDF,https://doi.org/10.1109/icassp49357.2023.10095264,NOT_REPORTED_BY_SOURCE,10.1109/icassp49357.2023.10095264,NOT_ASSESSED_AT_BROAD_LEVEL
239,PRIMARY,P0343,RG1781C43B09CA400C,Generating High Fidelity Synthetic Data via Coreset selection and Entropic Regularization,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0343.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0343.pdf,PDF,http://arxiv.org/abs/2302.00138,https://arxiv.org/pdf/2302.00138,10.48550/arxiv.2302.00138,NOT_ASSESSED_AT_BROAD_LEVEL
240,PRIMARY,P0326,RGD6781418B2FFEBC8,Curriculum Learning Strategies for IR: An Empirical Study on\n Conversation Response Ranking,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0326.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0326.pdf,PDF,http://arxiv.org/abs/1912.08555,https://arxiv.org/pdf/1912.08555,10.48550/arxiv.1912.08555,NOT_ASSESSED_AT_BROAD_LEVEL
241,PRIMARY,P0164,RG50A5E5A532831832,Not All Data Matters: An End-to-End Adaptive Dataset Pruning Framework for Enhancing Model Performance and Efficiency,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0164.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0164.pdf,PDF,http://arxiv.org/abs/2312.05599,https://arxiv.org/pdf/2312.05599,10.48550/arxiv.2312.05599,NOT_ASSESSED_AT_BROAD_LEVEL
242,PRIMARY,P0425,RG293C4DF454288D8C,Efficient Diversity-based Experience Replay for Deep Reinforcement Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0425.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0425.pdf,PDF,https://doi.org/10.24963/ijcai.2025/788,https://www.ijcai.org/proceedings/2025/0788.pdf,10.24963/ijcai.2025/788,NOT_ASSESSED_AT_BROAD_LEVEL
243,PRIMARY,P0305,RG0C4A72793BFAA1BA,Improved Deep Learning Model Based on Self-Paced Learning for Multiscale Short-Term Electricity Load Forecasting,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.mdpi.com/2071-1050/14/1/188/pdf?version=1641283266,sources/screened_method_anchor_complete_v3/P0305.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0305.html,HTML,https://doi.org/10.3390/su14010188,https://www.mdpi.com/2071-1050/14/1/188/pdf?version=1641283266,10.3390/su14010188,NOT_ASSESSED_AT_BROAD_LEVEL
244,PRIMARY,P0292,RGD9B98A6ACA8417B1,Datamap-Driven Tabular Coreset Selection for Classifier Training,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0292.html,HTML,https://doi.org/10.14778/3712221.3712249,NOT_REPORTED_BY_SOURCE,10.14778/3712221.3712249,NOT_ASSESSED_AT_BROAD_LEVEL
245,PRIMARY,P0435,RG86DA247B35C3DF85,When Dynamic Data Selection Meets Data Augmentation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0435.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0435.pdf,PDF,http://arxiv.org/abs/2505.03809,https://arxiv.org/pdf/2505.03809,10.48550/arxiv.2505.03809,NOT_ASSESSED_AT_BROAD_LEVEL
246,PRIMARY,P0421,RG38876E4B004BBD24,Self-Paced Learning with Diversity,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0421.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0421.pdf,PDF,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.708.6260,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
247,PRIMARY,P0144,RG91A2F3C2310A2ACD,Curriculum self-paced learning for cross-domain object detection,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.sciencedirect.com/science/article/pii/S1077314221000102/pdf,sources/screened_method_anchor_complete_v3/P0144.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0144.html,HTML,https://www.sciencedirect.com/science/article/pii/S1077314221000102/pdf,https://www.sciencedirect.com/science/article/pii/S1077314221000102/pdf,10.1016/j.cviu.2021.103166,NOT_ASSESSED_AT_BROAD_LEVEL
248,PRIMARY,P0321,RG9202ADA415606F0D,Data Pruning in Generative Diffusion Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0321.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0321.pdf,PDF,http://arxiv.org/abs/2411.12523,https://arxiv.org/pdf/2411.12523,10.48550/arxiv.2411.12523,NOT_ASSESSED_AT_BROAD_LEVEL
249,PRIMARY,P0137,RGDF8333E1DCDA9A1F,Rethinking Data Selection at Scale: Random Selection is Almost All You Need,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0137.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0137.pdf,PDF,https://doi.org/10.18653/v1/2025.findings-emnlp.146,https://aclanthology.org/2025.findings-emnlp.146.pdf,10.18653/v1/2025.findings-emnlp.146;10.48550/arxiv.2410.09335,NOT_ASSESSED_AT_BROAD_LEVEL
250,PRIMARY,P0372,RG0124A17CB6368968,Less is More: Data Pruning for Faster Adversarial Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0372.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0372.pdf,PDF,http://arxiv.org/abs/2302.12366,https://arxiv.org/pdf/2302.12366,10.48550/arxiv.2302.12366,NOT_ASSESSED_AT_BROAD_LEVEL
251,PRIMARY,P0259,RG66EE28DBBBD15BA1,Deep Bayesian Active Learning with Image Data,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0259.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0259.pdf,PDF,https://doi.org/10.17863/cam.11070,NOT_REPORTED_BY_SOURCE,10.17863/cam.11070,NOT_ASSESSED_AT_BROAD_LEVEL
252,PRIMARY,P0097,RG5D15B06C823481A6,Learn like a Pathologist: Curriculum Learning by Annotator Agreement for Histopathology Image Classification,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0097.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0097.pdf,PDF,http://arxiv.org/abs/2009.13698,https://arxiv.org/pdf/2009.13698,10.48550/arxiv.2009.13698,NOT_ASSESSED_AT_BROAD_LEVEL
253,PRIMARY,P0424,RGF0328A138F658CBD,Data Selection Strategies for Multi-Domain Sentiment Analysis,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0424.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0424.pdf,PDF,http://arxiv.org/abs/1702.02426,https://arxiv.org/pdf/1702.02426,10.48550/arxiv.1702.02426,NOT_ASSESSED_AT_BROAD_LEVEL
254,PRIMARY,P0138,RGB88CEB648A452ED6,Scheduled Dialog Policy Learning: An Automatic Curriculum Learning Framework for Task-oriented Dialog System,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0138.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0138.pdf,PDF,https://doi.org/10.18653/v1/2021.findings-acl.94,https://aclanthology.org/2021.findings-acl.94.pdf,10.18653/v1/2021.findings-acl.94,NOT_ASSESSED_AT_BROAD_LEVEL
255,PRIMARY,P0029,RG05C147937B4387FC,Active Learning for Online Nonlinear Neyman-Pearson Classification,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0029.html,HTML,https://doi.org/10.1109/siu55565.2022.9864669,NOT_REPORTED_BY_SOURCE,10.1109/siu55565.2022.9864669,NOT_ASSESSED_AT_BROAD_LEVEL
256,PRIMARY,P0347,RGF357E08B975D7547,Autoencoder-Driven Training Data Selection Based on Hidden Features for Improved Accuracy of ANN Short-Term Load Forecasting in ADMS,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.mdpi.com/1996-1073/17/20/5183/pdf?version=1729186241,sources/screened_method_anchor_complete_v3/P0347.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0347.html,HTML,https://doi.org/10.3390/en17205183,https://www.mdpi.com/1996-1073/17/20/5183/pdf?version=1729186241,10.3390/en17205183,NOT_ASSESSED_AT_BROAD_LEVEL
257,PRIMARY,P0320,RGF640CA8578B258F1,Self-Paced Learning for Neural Machine Translation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0320.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0320.pdf,PDF,https://doi.org/10.18653/v1/2020.emnlp-main.80,https://www.aclweb.org/anthology/2020.emnlp-main.80.pdf,10.18653/v1/2020.emnlp-main.80,NOT_ASSESSED_AT_BROAD_LEVEL
258,PRIMARY,P0169,RG45717F25FCB4E036,Improving Hyperspectral Pixel Classification With Unsupervised Training Data Selection,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0169.html,HTML,https://doi.org/10.1109/lgrs.2013.2273983,NOT_REPORTED_BY_SOURCE,10.1109/lgrs.2013.2273983,NOT_ASSESSED_AT_BROAD_LEVEL
259,PRIMARY,P0291,RGCE47DA08C1BE1536,Training data selection for accuracy and transferability of interatomic potentials,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0291.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0291.pdf,PDF,https://doi.org/10.1038/s41524-022-00872-x,https://www.nature.com/articles/s41524-022-00872-x.pdf,10.1038/s41524-022-00872-x;10.48550/arxiv.2201.09829,NOT_ASSESSED_AT_BROAD_LEVEL
260,PRIMARY,P0442,RGD102186AC8A160DE,Spaced Scheduling for Large Language Model Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0442.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0442.pdf,PDF,https://openreview.net/forum?id=p0KTYl2B9T,https://openreview.net/pdf?id=p0KTYl2B9T,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
261,PRIMARY,P0197,RG254E81CD85A50D22,Deep Learning on a Data Diet: Finding Important Examples Early in\n Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0197.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0197.pdf,PDF,http://arxiv.org/abs/2107.07075,https://arxiv.org/pdf/2107.07075,10.48550/arxiv.2107.07075,NOT_ASSESSED_AT_BROAD_LEVEL
262,PRIMARY,P0214,RGFB5E83D2FC9638A7,GRACE: A Dynamic Coreset Selection Framework for Large Language Model Optimization,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0214.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0214.pdf,PDF,https://arxiv.org/abs/2604.11810,https://arxiv.org/pdf/2604.11810,10.48550/arxiv.2604.11810,NOT_ASSESSED_AT_BROAD_LEVEL
263,PRIMARY,P0399,RG365E4B43FCF0F871,A Negative Result on Gradient Matching for Selective Backprop,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0399.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0399.pdf,PDF,http://arxiv.org/abs/2312.05021,https://arxiv.org/pdf/2312.05021,10.48550/arxiv.2312.05021,NOT_ASSESSED_AT_BROAD_LEVEL
264,PRIMARY,P0087,RGD16B918E822E2FF0,A Simple and Efficient Baseline for Data Attribution on Images,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0087.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0087.pdf,PDF,http://arxiv.org/abs/2311.03386,https://arxiv.org/pdf/2311.03386,10.48550/arxiv.2311.03386,NOT_ASSESSED_AT_BROAD_LEVEL
265,PRIMARY,P0483,RG03F173486CBE53AB,Probabilistic Bilevel Coreset Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0483.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0483.pdf,PDF,http://arxiv.org/abs/2301.09880,https://arxiv.org/pdf/2301.09880,10.48550/arxiv.2301.09880,NOT_ASSESSED_AT_BROAD_LEVEL
266,PRIMARY,P0159,RG059D396208B88E50,Language Model-Driven Data Pruning Enables Efficient Active Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0159.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0159.pdf,PDF,http://arxiv.org/abs/2410.04275,https://arxiv.org/pdf/2410.04275,10.48550/arxiv.2410.04275,NOT_ASSESSED_AT_BROAD_LEVEL
267,PRIMARY,P0199,RG1326F2451F427698,From Superficial to Deep: Language Bias driven Curriculum Learning for Visual Question Answering,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0199.html,HTML,https://doi.org/10.1145/3474085.3475492,NOT_REPORTED_BY_SOURCE,10.1145/3474085.3475492,NOT_ASSESSED_AT_BROAD_LEVEL
268,PRIMARY,P0333,RG0FC21BBDD16AA2D4,ExpReS-VLA: Specializing Vision-Language-Action Models Through Experience Replay and Retrieval,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0333.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0333.pdf,PDF,http://arxiv.org/abs/2511.06202,https://arxiv.org/pdf/2511.06202,10.48550/arxiv.2511.06202,NOT_ASSESSED_AT_BROAD_LEVEL
269,PRIMARY,P0499,RG2848302C97EF1B11,Tripartite: Tackle Noisy Labels by a More Precise Partition,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0499.html,HTML,https://doi.org/10.48550/arxiv.2202.09579,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2202.09579,NOT_ASSESSED_AT_BROAD_LEVEL
270,PRIMARY,P0234,RG69457C334A828050,Hybrid Knowledge Transfer for Improved Cross-Lingual Event Detection via Hierarchical Sample Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0234.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0234.pdf,PDF,https://doi.org/10.18653/v1/2023.acl-long.296,https://aclanthology.org/2023.acl-long.296.pdf,10.18653/v1/2023.acl-long.296,NOT_ASSESSED_AT_BROAD_LEVEL
271,PRIMARY,P0182,RGEB6999CC457C81BD,Dynamically Composing Domain-Data Selection with Clean-Data Selection by “Co-Curricular Learning” for Neural Machine Translation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0182.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0182.pdf,PDF,https://doi.org/10.18653/v1/p19-1123,https://www.aclweb.org/anthology/P19-1123.pdf,10.18653/v1/p19-1123;10.48550/arxiv.1906.01130,NOT_ASSESSED_AT_BROAD_LEVEL
272,PRIMARY,P0440,RG559EE452C029D25B,Investigating Active Learning based on Dynamic Data Selection techniques for Image Classification,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://journals.kau.edu.sa/index.php/CITS/article/download/2035/887,sources/screened_method_anchor_complete_v3/P0440.pdf,AUTHOR_HOSTED,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0440.html,HTML,https://doi.org/10.4197/comp.13-2.4,https://journals.kau.edu.sa/index.php/CITS/article/download/2035/887,10.4197/comp.13-2.4,NOT_ASSESSED_AT_BROAD_LEVEL
273,PRIMARY,P0088,RG2CEC6A7CD63F7720,Understanding and Utilizing Deep Neural Networks Trained with Noisy Labels,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0088.html,HTML,https://doi.org/10.48550/arxiv.1905.05040,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.1905.05040,NOT_ASSESSED_AT_BROAD_LEVEL
274,PRIMARY,P0294,RG92435F70CF9F486B,TrACT: A Training Dynamics Aware Contrastive Learning Framework for Long-Tail Trajectory Prediction,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0294.html,HTML,https://doi.org/10.1109/iv55156.2024.10588635,NOT_REPORTED_BY_SOURCE,10.1109/iv55156.2024.10588635,NOT_ASSESSED_AT_BROAD_LEVEL
