reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_path,method_source_format,method_source_sha256,method_source_bytes,method_source_origin,method_source_authority,method_source_url,method_source_receipt_path,method_source_status,screened_credit
108,PRIMARY,P0331,RG2E2062CDA4356359,CWCE617C2F312478E10A6F,Influcoder: Distilling Decoders' Gradient Influence Rankings into an Encoder for Data Attribution,RQ7,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,56E96EA19A69BE2EDEC840D816B607C95ACEA1406AFF7CEA50F411359D8DAD2D,sources/P0331.pdf,PDF,B6F34A91D612AD6AD555F21A045D1090B6129F249BF313666B6DBB147F77C53D,525644,sources/P0331.pdf,PDF,B6F34A91D612AD6AD555F21A045D1090B6129F249BF313666B6DBB147F77C53D,525644,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
109,PRIMARY,P0496,RGA70148561B235895,CW5EEABFD8302956E44BAC,Dynamic Curriculum Learning for Great Ape Detection in the Wild,RQ8,RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,570E65FD9DB300F008EC154235736C24B32A11015B65BC74EE88ADF7310C33F1,sources/P0496.pdf,PDF,C5BB80F1BCF6FA29700A34DA1C92BF9A6786868D451F56D41C9A3FC11C0CF315,5936819,sources/P0496.pdf,PDF,C5BB80F1BCF6FA29700A34DA1C92BF9A6786868D451F56D41C9A3FC11C0CF315,5936819,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
110,PRIMARY,P0054,RG591A97F0442BEB3A,CW14AAFAEE2D80998915EB,A CLIP-Powered Framework for Robust and Generalizable Data Selection,RQ4,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5711E869981DC4C5E1711B6848E26A7D88AECF0C68E5F7DFFC1D0C37D60EAA7F,sources/P0054.pdf,PDF,FD22A053833B38253A1CD2CB71BCCA3A7EA7F3E720D03C30645BE19D253B6878,2692545,sources/P0054.pdf,PDF,FD22A053833B38253A1CD2CB71BCCA3A7EA7F3E720D03C30645BE19D253B6878,2692545,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
111,PRIMARY,P0125,RG3EF67134F23E18B8,CW4918AE07F58C343F96B6,DsDm: Model-Aware Dataset Selection with Datamodels,RQ8,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5760F95DD5FB5C4660176F4E538037EFF6E046F056850A86716604E408996ADD,sources/P0125.pdf,PDF,5025DBC19CC5298AE09E4A9841216AECFC7F3941AB6C2871A8DF3EC74EB43827,2970361,sources/P0125.pdf,PDF,5025DBC19CC5298AE09E4A9841216AECFC7F3941AB6C2871A8DF3EC74EB43827,2970361,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
112,PRIMARY,P0046,RG39BB360A5A6B0B90,CW42ECF7815D120FEB9AA3,On Curriculum Learning for Commonsense Reasoning,RQ6,RQ1;RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5790BA21A3121FFBBE2706B44E7244D909C531CBF3943414A7CB5626E680DDC1,sources/P0046.pdf,PDF,491D876E1B0FE1639CE8A7208E6D9C2137BAA12A7867720DC743ACDC9ABCBFBB,924372,sources/P0046.pdf,PDF,491D876E1B0FE1639CE8A7208E6D9C2137BAA12A7867720DC743ACDC9ABCBFBB,924372,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
113,PRIMARY,P0489,RGF0542944FBCBA891,CWDCA4D38E93471839A35C,Selective Prediction via Training Dynamics,RQ4,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,579BA751E43323BAA5D2A16C1802C2018D6725C6EBA3940CD7D60E6C03C38B9E,sources/P0489.pdf,PDF,DE70203666086A9125979D1C6F6A49A04D926B348E4C8EF5537BAA1A5B2441C8,4288409,sources/P0489.pdf,PDF,DE70203666086A9125979D1C6F6A49A04D926B348E4C8EF5537BAA1A5B2441C8,4288409,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
114,PRIMARY,P0388,RGF413251412D49E35,CW370276FB2D6DE07F81D1,Self-Guided Curriculum Learning for Neural Machine Translation,RQ6,RQ1;RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,585D1A126172E8D3D3C9C20F6434B05B5AEFAD432A0399986165CCC4E0AF0AB1,sources/P0388.pdf,PDF,5E86BE6C4770973D7B3FBD483570415A214BED37216D8DCFBE2EB56BE8A120E6,1359857,sources/P0388.pdf,PDF,5E86BE6C4770973D7B3FBD483570415A214BED37216D8DCFBE2EB56BE8A120E6,1359857,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
115,PRIMARY,P0321,RG9202ADA415606F0D,CW9483ABF9F88AC9D80A20,Data Pruning in Generative Diffusion Models,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,58DE18A95474843884E1BCE6D3F42AE666039CDD8CE2A74435AD2719486DD532,sources/P0321.pdf,PDF,7D8F98F25AF0C30885FF8A1016FAE7795F758081A85B5E61800879AD6A3A3A72,20903694,sources/P0321.pdf,PDF,7D8F98F25AF0C30885FF8A1016FAE7795F758081A85B5E61800879AD6A3A3A72,20903694,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
116,PRIMARY,P0356,AX5D5392D5D7F1038E,CW6B8A991F073C69958D99,Data curation via joint example selection further accelerates multimodal learning,RQ3,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,5A94EBE519D944280281B582A4B5AC7D413F3612F0887633D3E1AB40D8AF000D,sources/P0356.pdf,PDF,8454D8C0109249B7F32FBA9AC349699C342FE16A779BC9CEAEDC607425C79361,1757071,sources/P0356.pdf,PDF,8454D8C0109249B7F32FBA9AC349699C342FE16A779BC9CEAEDC607425C79361,1757071,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
117,PRIMARY,P0398,RG29D54F85D4B58951,CWF00BEF81ABA19F42C938,Separating hard clean samples from noisy samples with samples’ learning risk for DNN when learning with noisy labels,RQ1,RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5AC9B5BAFB293AA4C57C6FBA0BA7B203AE526DF3357DBBD93F69567637F6AD28,sources/P0398.pdf,PDF,664ABA92B70B7DC6D78E4B9ADF026AE6AA4592D526D708E9BA6F7D559815254B,1213339,sources/P0398.pdf,PDF,664ABA92B70B7DC6D78E4B9ADF026AE6AA4592D526D708E9BA6F7D559815254B,1213339,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
118,PRIMARY,P0063,RG3A20C57631EB3E57,CWD439940AA234F13623FA,Refined Coreset Selection: Towards Minimal Coreset Size under Model Performance Constraints,RQ6,RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5BE16A53C8F645A1E54D8C45C65A7ADD6749ACD1E7AE0025A9ECB52B40A7AA42,sources/P0063.pdf,PDF,BE17B90963778CAD0BB37F61B9BA236DF6687022484EE2249C577D3FFEDB4F92,858165,sources/P0063.pdf,PDF,BE17B90963778CAD0BB37F61B9BA236DF6687022484EE2249C577D3FFEDB4F92,858165,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
119,PRIMARY,P0458,RGDFBBBD91D34DDA12,CW51CDAF6C2043D7F4F724,Coordinated Replay Sample Selection for Continual Federated Learning,RQ3,RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5C9F3F1D1033902417048BDD198676FFFDCA2695852CAC4AC4406865C425AEED,sources/P0458.pdf,PDF,292006D598E852693010ED5339FB83EFBD389BAE0E066B6703DCC879DBB97DF0,995251,sources/P0458.pdf,PDF,292006D598E852693010ED5339FB83EFBD389BAE0E066B6703DCC879DBB97DF0,995251,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
120,PRIMARY,P0138,RGB88CEB648A452ED6,CWAC9B87EE2BC924943C00,Scheduled Dialog Policy Learning: An Automatic Curriculum Learning Framework for Task-oriented Dialog System,RQ6,RQ1;RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5D75F4869997E1A856F7E2C4785C17E2F7DE5177DACB14E5971F6D715BE18908,sources/P0138.pdf,PDF,3BC74055C6CF91A95FA41CAC624F3EEBF426B66CFC9895E1744D0C36F7E3C66A,7730588,sources/P0138.pdf,PDF,3BC74055C6CF91A95FA41CAC624F3EEBF426B66CFC9895E1744D0C36F7E3C66A,7730588,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
121,PRIMARY,P0477,RGF4ADCF2344ACE039,CW35FA2574780F5251049C,Robust Learning for Text Classification with Multi-source Noise Simulation and Hard Example Mining,RQ6,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5E735ADB76343CDF11C036BD054094197988193C8B2B8DAD3E5F04475B5A52DD,sources/P0477.pdf,PDF,3558C88855AD2540FEDD97BA384EA1DA42BA3A5B47760C84B9BC7F7B0F02EBD0,501540,sources/P0477.pdf,PDF,3558C88855AD2540FEDD97BA384EA1DA42BA3A5B47760C84B9BC7F7B0F02EBD0,501540,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
122,PRIMARY,P0158,RGF707A7ABC6C8A675,CW33B905ECEF24BD53DFB0,Luck Matters: Understanding Training Dynamics of Deep ReLU Networks,RQ8,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,5F58C5613785E1F0EF94E29957DE24BEFB0224E6A0EFB11441BAB4E958C6146C,sources/P0158.pdf,PDF,518433E1A26CAF18F9D4A8EEEB30310C2523DBDE09D6ACF48C697A5B780482CE,7745562,sources/P0158.pdf,PDF,518433E1A26CAF18F9D4A8EEEB30310C2523DBDE09D6ACF48C697A5B780482CE,7745562,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
123,PRIMARY,P0188,RG1B00A6361F1E36CF,CW05DAC76AD7AF4AACA48C,Label-Efficient Dataset Pruning via Semi-Supervised Pseudo-Labeling,RQ6,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5FB03F0E88D6649B75F6C4FE6E7E5E62D9FC5D9D8A52015743A4348F1A3FD550,sources/P0188.pdf,PDF,BFED18ECC26F3C02A51075ABE372BCDE2E556154ABDBDFACF63FD7ABD57615F0,1270206,sources/P0188.pdf,PDF,BFED18ECC26F3C02A51075ABE372BCDE2E556154ABDBDFACF63FD7ABD57615F0,1270206,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
124,PRIMARY,P0320,RGF640CA8578B258F1,CW315DA2C202239EFD6281,Self-Paced Learning for Neural Machine Translation,RQ6,RQ1;RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,618F8A85CB25688924123DD31A6B046A4060DCFBEC637A2CD4A9C62A6EAA3A0C,sources/P0320.pdf,PDF,990DA7747896671BB266B489238F579FBEA486AF6963F50FEDC70ADABF8912C8,1363385,sources/P0320.pdf,PDF,990DA7747896671BB266B489238F579FBEA486AF6963F50FEDC70ADABF8912C8,1363385,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
125,PRIMARY,P0464,RGF42CC730BDD8DD9B,CW9931898DACDCBE6274B7,Partitioned Gradient Matching-based Data Subset Selection for Compute-Efficient Robust ASR Training,RQ3,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,627173D8E524926A2E1E1A738E2E402E9D7C0AD5F834F2B4BCC51225C79FDA18,sources/P0464.pdf,PDF,314D7A78B2256141654D7F2CE5E5481A14A24BFA358430B6D9D249271FD78C1B,523812,sources/P0464.pdf,PDF,314D7A78B2256141654D7F2CE5E5481A14A24BFA358430B6D9D249271FD78C1B,523812,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
126,PRIMARY,P0073,RG87A5FEFBCDD611DB,CWAD8481EF113E1665A9A3,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",RQ7,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,631267B0594A9D0C2FDB45D4EE6D76BB62F461FBF3283FDD48610D7DADF9A148,sources/P0073.pdf,PDF,D3901AA393ACB598BEED4A5432F52F080237E50AD443659A18E65B1B1F4CE176,4265486,sources/P0073.pdf,PDF,D3901AA393ACB598BEED4A5432F52F080237E50AD443659A18E65B1B1F4CE176,4265486,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
127,PRIMARY,P0026,RG19827FEECA4BADC0,CWF293FE2E8E5FA4BFDE2A,Airport Detection Using End-to-End Convolutional Neural Network with Hard Example Mining,RQ6,RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6475C0D11C4AEF5EB4FEBC95438DF3FA1E36A37844A5C23AC133CE6D659FFEC3,sources/P0026.pdf,PDF,DDBC3E7CF4AFCD77BEAA5FFC299FCECFF7C8E77429AC21384109059F10E1621A,11428720,sources/P0026.pdf,PDF,DDBC3E7CF4AFCD77BEAA5FFC299FCECFF7C8E77429AC21384109059F10E1621A,11428720,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
128,PRIMARY,P0194,RGD6744A33C84AA47F,CW2E9EA87882D74BF36AF5,AudioDER: A Deduplication-Enhanced Reasoning Dataset for Post-Training Large Audio-Language Models,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,651DE424AC80359CBDCADD05AB6812F97D4FED79FF2DEB694E06DAC6D904FC02,sources/P0194.pdf,PDF,C232B0D436CA3C02FA62A64CBCBDDB699197C04140BBDE7BE51DDB1B6D612DA2,3624177,sources/P0194.pdf,PDF,C232B0D436CA3C02FA62A64CBCBDDB699197C04140BBDE7BE51DDB1B6D612DA2,3624177,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
129,PRIMARY,P0441,RG5156030DBF440F53,CW204FB727FD32DD4CF525,Neyman-Pearson multiclass classification under label noise via empirical likelihood,RQ7,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,6544E54D20701F80DDA068A065BEF02FB9CBCA3B3209F1E19E62A7537229BDE2,sources/P0441.pdf,PDF,32DA7FEA79A0EF19A1BF425CE397EA3BB933BA4706BC2AD1B5A8C8F05C60AECE,2903984,sources/P0441.pdf,PDF,32DA7FEA79A0EF19A1BF425CE397EA3BB933BA4706BC2AD1B5A8C8F05C60AECE,2903984,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
130,PRIMARY,P0299,RG0F41BBB6BA80A765,CW93AC1771E15E6E36424E,FedDiv: Collaborative Noise Filtering for Federated Learning with Noisy Labels,RQ1,RQ2;RQ4;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,66FF1762CD7184606D13E00839DDF49BF98D9091001B898481497BA48322D21C,sources/P0299.pdf,PDF,41F2E0F99E009648B8ED0A153090D7ACC8AE3735EE4EEB532964E8096AEAB026,408753,sources/P0299.pdf,PDF,41F2E0F99E009648B8ED0A153090D7ACC8AE3735EE4EEB532964E8096AEAB026,408753,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
131,PRIMARY,P0348,RG0926FDC65CAFBB83,CW2629655BAA19B5AD422D,Daunce: Data Attribution through Uncertainty Estimation,RQ3,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,68B6F939C585597B450EC5FD0ADB84057AFC35D6F4D4A1B29BA77F7F221E036E,sources/P0348.pdf,PDF,AD70D7703EA99729D06EC1FFCDA6427D1634C5309A485BBBEC817E019E7E9F50,3120584,sources/P0348.pdf,PDF,AD70D7703EA99729D06EC1FFCDA6427D1634C5309A485BBBEC817E019E7E9F50,3120584,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
132,PRIMARY,P0170,RGF1B46C3EE91B3AF6,CWF2337F86C25F7E87FF45,Non-splitting Neyman-Pearson Classifiers,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,68F4170A06364688CB899121EFFCD347C591395C476ADFB72401E08E00B1076E,sources/P0170.pdf,PDF,36040DD5BF55C1977E82E97F7E29C33E808FB54BC6991F36FBC4014D84BDA765,1924283,sources/P0170.pdf,PDF,36040DD5BF55C1977E82E97F7E29C33E808FB54BC6991F36FBC4014D84BDA765,1924283,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
133,PRIMARY,P0498,RGA2C29BF07455BC6D,CW072CD3C73375D773344E,Extracting In-domain Training Corpora for Neural Machine Translation Using Data Selection Methods,RQ7,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,69091A1EFC4643342C8D8F654EA8FFC71BBB72AE96150B8B279DA79550E48E9C,sources/P0498.pdf,PDF,47378259B21F2DB9947844978A71FBFE2686D35D1D5EEAAA347BF36A4275F016,181759,sources/P0498.pdf,PDF,47378259B21F2DB9947844978A71FBFE2686D35D1D5EEAAA347BF36A4275F016,181759,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
134,PRIMARY,P0399,RG365E4B43FCF0F871,CW95905E41363466AB9C06,A Negative Result on Gradient Matching for Selective Backprop,RQ3,RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,MANDATORY_ANCHOR,6926D5AA244F7DB34F78FA83FCFFEB6AAE60C2BB3858B9EC8CDF46837BBE8FD3,sources/P0399.pdf,PDF,00C79DBC0D19D3E61A386A91311BFEF2CFA83640A71E042EED8BFE522372206C,897698,sources/P0399.pdf,PDF,00C79DBC0D19D3E61A386A91311BFEF2CFA83640A71E042EED8BFE522372206C,897698,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
135,PRIMARY,P0230,RG58273450C7E07FB2,CW15F14534F94F6674F9AB,TRAK: Attributing Model Behavior at Scale,RQ7,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,69DA2616180ECF5F60199606FF5E9D5D6198203F56DB16081BEA03B91F58E4C8,sources/P0230.html,HTML,F6E288E060A9351BD08C924BE16B739EED25CFD2D110E782357E73E0F8A48BAC,15850,sources/legacy_core/P016_TRAK_2023.pdf,PDF,9A3AA5C2B83511DDAC253B2368DAF808590E9C8714089A51BE5CF4BFE069B96E,8636031,VERIFIED_OVERRIDE,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v202/park23c/park23c.pdf,sources/legacy_core/P016_TRAK_2023.pdf.receipt.json,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
136,PRIMARY,P0445,RGE0493257044E0DAC,CW17ABA4810F0FE42A611C,An Empirical Study of Automated Mislabel Detection in Real World Vision Datasets,RQ1,RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6BE7B20BB6AB19173113E1C1BA63E15984C83D1C8E1A6B8A22473905B14522B5,sources/P0445.pdf,PDF,681694037BC4CF706D96BAFCAEF1667072208174B7CA9020321066D6DDE8C4C9,1073606,sources/P0445.pdf,PDF,681694037BC4CF706D96BAFCAEF1667072208174B7CA9020321066D6DDE8C4C9,1073606,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
