"view_relative_path","setting","smoke_tag","split","class_name","file_name","source_relative_path_original","source_relative_path_resolved","resolution_mode","source_exists_in_base_dataset"
"weighted_hn14_risk_consistency\train\Abnormal\00151934.png","weighted_hn14_risk_consistency","","train","Abnormal","00151934.png","train\\Abnormal\\00151934.png","train\\Abnormal\\00151934.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00151975.png","weighted_hn14_risk_consistency","","train","Abnormal","00151975.png","train\\Abnormal\\00151975.png","train\\Abnormal\\00151975.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152039.png","weighted_hn14_risk_consistency","","train","Abnormal","00152039.png","train\\Abnormal\\00152039.png","train\\Abnormal\\00152039.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152321.png","weighted_hn14_risk_consistency","","train","Abnormal","00152321.png","train\\Abnormal\\00152321.png","train\\Abnormal\\00152321.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152397.png","weighted_hn14_risk_consistency","","train","Abnormal","00152397.png","train\\Abnormal\\00152397.png","train\\Abnormal\\00152397.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152514.png","weighted_hn14_risk_consistency","","train","Abnormal","00152514.png","train\\Abnormal\\00152514.png","train\\Abnormal\\00152514.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152616.png","weighted_hn14_risk_consistency","","train","Abnormal","00152616.png","train\\Abnormal\\00152616.png","train\\Abnormal\\00152616.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152655.png","weighted_hn14_risk_consistency","","train","Abnormal","00152655.png","train\\Abnormal\\00152655.png","train\\Abnormal\\00152655.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152658.png","weighted_hn14_risk_consistency","","train","Abnormal","00152658.png","train\\Abnormal\\00152658.png","train\\Abnormal\\00152658.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152769.png","weighted_hn14_risk_consistency","","train","Abnormal","00152769.png","train\\Abnormal\\00152769.png","train\\Abnormal\\00152769.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152897.png","weighted_hn14_risk_consistency","","train","Abnormal","00152897.png","train\\Abnormal\\00152897.png","train\\Abnormal\\00152897.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152969.png","weighted_hn14_risk_consistency","","train","Abnormal","00152969.png","train\\Abnormal\\00152969.png","train\\Abnormal\\00152969.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00152986.png","weighted_hn14_risk_consistency","","train","Abnormal","00152986.png","train\\Abnormal\\00152986.png","train\\Abnormal\\00152986.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153013.png","weighted_hn14_risk_consistency","","train","Abnormal","00153013.png","train\\Abnormal\\00153013.png","train\\Abnormal\\00153013.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153014.png","weighted_hn14_risk_consistency","","train","Abnormal","00153014.png","train\\Abnormal\\00153014.png","train\\Abnormal\\00153014.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153059.png","weighted_hn14_risk_consistency","","train","Abnormal","00153059.png","train\\Abnormal\\00153059.png","train\\Abnormal\\00153059.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153112.png","weighted_hn14_risk_consistency","","train","Abnormal","00153112.png","train\\Abnormal\\00153112.png","train\\Abnormal\\00153112.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153191.png","weighted_hn14_risk_consistency","","train","Abnormal","00153191.png","train\\Abnormal\\00153191.png","train\\Abnormal\\00153191.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153208.png","weighted_hn14_risk_consistency","","train","Abnormal","00153208.png","train\\Abnormal\\00153208.png","train\\Abnormal\\00153208.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153285.png","weighted_hn14_risk_consistency","","train","Abnormal","00153285.png","train\\Abnormal\\00153285.png","train\\Abnormal\\00153285.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153411.png","weighted_hn14_risk_consistency","","train","Abnormal","00153411.png","train\\Abnormal\\00153411.png","train\\Abnormal\\00153411.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153448.png","weighted_hn14_risk_consistency","","train","Abnormal","00153448.png","train\\Abnormal\\00153448.png","train\\Abnormal\\00153448.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153458.png","weighted_hn14_risk_consistency","","train","Abnormal","00153458.png","train\\Abnormal\\00153458.png","train\\Abnormal\\00153458.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00153496.png","weighted_hn14_risk_consistency","","train","Abnormal","00153496.png","train\\Abnormal\\00153496.png","train\\Abnormal\\00153496.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154047.png","weighted_hn14_risk_consistency","","train","Abnormal","00154047.png","train\\Abnormal\\00154047.png","train\\Abnormal\\00154047.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154138.png","weighted_hn14_risk_consistency","","train","Abnormal","00154138.png","train\\Abnormal\\00154138.png","train\\Abnormal\\00154138.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154164.png","weighted_hn14_risk_consistency","","train","Abnormal","00154164.png","train\\Abnormal\\00154164.png","train\\Abnormal\\00154164.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154176.png","weighted_hn14_risk_consistency","","train","Abnormal","00154176.png","train\\Abnormal\\00154176.png","train\\Abnormal\\00154176.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154252.png","weighted_hn14_risk_consistency","","train","Abnormal","00154252.png","train\\Abnormal\\00154252.png","train\\Abnormal\\00154252.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154267.png","weighted_hn14_risk_consistency","","train","Abnormal","00154267.png","train\\Abnormal\\00154267.png","train\\Abnormal\\00154267.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154275.png","weighted_hn14_risk_consistency","","train","Abnormal","00154275.png","train\\Abnormal\\00154275.png","train\\Abnormal\\00154275.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154285.png","weighted_hn14_risk_consistency","","train","Abnormal","00154285.png","train\\Abnormal\\00154285.png","train\\Abnormal\\00154285.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154310.png","weighted_hn14_risk_consistency","","train","Abnormal","00154310.png","train\\Abnormal\\00154310.png","train\\Abnormal\\00154310.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154326.png","weighted_hn14_risk_consistency","","train","Abnormal","00154326.png","train\\Abnormal\\00154326.png","train\\Abnormal\\00154326.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154338.png","weighted_hn14_risk_consistency","","train","Abnormal","00154338.png","train\\Abnormal\\00154338.png","train\\Abnormal\\00154338.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154342.png","weighted_hn14_risk_consistency","","train","Abnormal","00154342.png","train\\Abnormal\\00154342.png","train\\Abnormal\\00154342.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154373.png","weighted_hn14_risk_consistency","","train","Abnormal","00154373.png","train\\Abnormal\\00154373.png","train\\Abnormal\\00154373.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154374.png","weighted_hn14_risk_consistency","","train","Abnormal","00154374.png","train\\Abnormal\\00154374.png","train\\Abnormal\\00154374.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154378.png","weighted_hn14_risk_consistency","","train","Abnormal","00154378.png","train\\Abnormal\\00154378.png","train\\Abnormal\\00154378.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154381.png","weighted_hn14_risk_consistency","","train","Abnormal","00154381.png","train\\Abnormal\\00154381.png","train\\Abnormal\\00154381.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154386.png","weighted_hn14_risk_consistency","","train","Abnormal","00154386.png","train\\Abnormal\\00154386.png","train\\Abnormal\\00154386.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154388.png","weighted_hn14_risk_consistency","","train","Abnormal","00154388.png","train\\Abnormal\\00154388.png","train\\Abnormal\\00154388.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154432.png","weighted_hn14_risk_consistency","","train","Abnormal","00154432.png","train\\Abnormal\\00154432.png","train\\Abnormal\\00154432.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154433.png","weighted_hn14_risk_consistency","","train","Abnormal","00154433.png","train\\Abnormal\\00154433.png","train\\Abnormal\\00154433.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154465.png","weighted_hn14_risk_consistency","","train","Abnormal","00154465.png","train\\Abnormal\\00154465.png","train\\Abnormal\\00154465.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154475.png","weighted_hn14_risk_consistency","","train","Abnormal","00154475.png","train\\Abnormal\\00154475.png","train\\Abnormal\\00154475.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154521.png","weighted_hn14_risk_consistency","","train","Abnormal","00154521.png","train\\Abnormal\\00154521.png","train\\Abnormal\\00154521.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00154667.png","weighted_hn14_risk_consistency","","train","Abnormal","00154667.png","train\\Abnormal\\00154667.png","train\\Abnormal\\00154667.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155373.png","weighted_hn14_risk_consistency","","train","Abnormal","00155373.png","train\\Abnormal\\00155373.png","train\\Abnormal\\00155373.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155374.png","weighted_hn14_risk_consistency","","train","Abnormal","00155374.png","train\\Abnormal\\00155374.png","train\\Abnormal\\00155374.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155423.png","weighted_hn14_risk_consistency","","train","Abnormal","00155423.png","train\\Abnormal\\00155423.png","train\\Abnormal\\00155423.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155424.png","weighted_hn14_risk_consistency","","train","Abnormal","00155424.png","train\\Abnormal\\00155424.png","train\\Abnormal\\00155424.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155428.png","weighted_hn14_risk_consistency","","train","Abnormal","00155428.png","train\\Abnormal\\00155428.png","train\\Abnormal\\00155428.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155562.png","weighted_hn14_risk_consistency","","train","Abnormal","00155562.png","train\\Abnormal\\00155562.png","train\\Abnormal\\00155562.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155607.png","weighted_hn14_risk_consistency","","train","Abnormal","00155607.png","train\\Abnormal\\00155607.png","train\\Abnormal\\00155607.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155743.png","weighted_hn14_risk_consistency","","train","Abnormal","00155743.png","train\\Abnormal\\00155743.png","train\\Abnormal\\00155743.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155763.png","weighted_hn14_risk_consistency","","train","Abnormal","00155763.png","train\\Abnormal\\00155763.png","train\\Abnormal\\00155763.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155803.png","weighted_hn14_risk_consistency","","train","Abnormal","00155803.png","train\\Abnormal\\00155803.png","train\\Abnormal\\00155803.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00155859.png","weighted_hn14_risk_consistency","","train","Abnormal","00155859.png","train\\Abnormal\\00155859.png","train\\Abnormal\\00155859.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156028.png","weighted_hn14_risk_consistency","","train","Abnormal","00156028.png","train\\Abnormal\\00156028.png","train\\Abnormal\\00156028.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156052.png","weighted_hn14_risk_consistency","","train","Abnormal","00156052.png","train\\Abnormal\\00156052.png","train\\Abnormal\\00156052.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156349.png","weighted_hn14_risk_consistency","","train","Abnormal","00156349.png","train\\Abnormal\\00156349.png","train\\Abnormal\\00156349.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156418.png","weighted_hn14_risk_consistency","","train","Abnormal","00156418.png","train\\Abnormal\\00156418.png","train\\Abnormal\\00156418.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156420.png","weighted_hn14_risk_consistency","","train","Abnormal","00156420.png","train\\Abnormal\\00156420.png","train\\Abnormal\\00156420.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156587.png","weighted_hn14_risk_consistency","","train","Abnormal","00156587.png","train\\Abnormal\\00156587.png","train\\Abnormal\\00156587.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156590.png","weighted_hn14_risk_consistency","","train","Abnormal","00156590.png","train\\Abnormal\\00156590.png","train\\Abnormal\\00156590.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156639.png","weighted_hn14_risk_consistency","","train","Abnormal","00156639.png","train\\Abnormal\\00156639.png","train\\Abnormal\\00156639.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156659.png","weighted_hn14_risk_consistency","","train","Abnormal","00156659.png","train\\Abnormal\\00156659.png","train\\Abnormal\\00156659.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156677.png","weighted_hn14_risk_consistency","","train","Abnormal","00156677.png","train\\Abnormal\\00156677.png","train\\Abnormal\\00156677.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156721.png","weighted_hn14_risk_consistency","","train","Abnormal","00156721.png","train\\Abnormal\\00156721.png","train\\Abnormal\\00156721.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156741.png","weighted_hn14_risk_consistency","","train","Abnormal","00156741.png","train\\Abnormal\\00156741.png","train\\Abnormal\\00156741.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00156915.png","weighted_hn14_risk_consistency","","train","Abnormal","00156915.png","train\\Abnormal\\00156915.png","train\\Abnormal\\00156915.png","direct","True"
